Total floor area,Window fraction,Annual Average temperature,Occupancy level,Total heating and cooling energy use - GJ
24695,0.07,57.1,3.71,2636.87
24695,0.07,57.1,2.21,2652.19
24695,0.07,57.1,1.89,2617.55
24695,0.07,57.1,2.4,2605.23
24695,0.07,57.1,3.08,2653.33
24695,0.07,57.1,2.37,2625.87
24695,0.07,57.1,3.01,2613.72
24695,0.07,57.1,2,2614.01
24695,0.07,57.1,1.81,2634.97
24695,0.07,57.1,2.99,2640.99
24695,0.07,57.1,2.71,2710.77
24695,0.07,57.1,1.87,2646.96
24695,0.07,57.1,4.24,2723.73
24695,0.07,57.1,2.53,2684.68
24695,0.07,57.1,3.26,2688.68
24695,0.07,57.1,2.66,2691.22
24695,0.07,57.1,2.14,2606.54
24695,0.07,57.1,3.31,2648.6
24695,0.07,57.1,3.35,2684.09
24695,0.07,57.1,2.91,2639.93
24695,0.07,57.1,3.67,2726.58
24695,0.07,57.1,4.02,2673.97
24695,0.07,57.1,2.48,2597.99
24695,0.07,57.1,4.22,2674.28
24695,0.07,57.1,2.91,2655.41
24695,0.07,57.1,4.44,2770.9
24695,0.07,57.1,2.26,2592.58
24695,0.07,57.1,1.74,2624.15
24695,0.07,57.1,2.98,2607.28
24695,0.07,57.1,2.23,2617.39
24695,0.07,57.1,1.53,2654.62
24695,0.07,57.1,2.68,2627.81
24695,0.07,57.1,2.03,2639.88
24695,0.07,57.1,1.69,2616.75
24695,0.07,57.1,3.45,2662.31
24695,0.07,58.45,2.83,4117.37
24695,0.07,58.45,3.23,4134.89
24695,0.07,58.45,2.63,4147.73
24695,0.07,58.45,3.95,4296.67
24695,0.07,58.45,1.22,3956.12
24695,0.07,58.45,2.58,4055.32
24695,0.07,58.45,2.32,4109.07
24695,0.07,58.45,2.19,3996.47
24695,0.07,58.45,1.93,3864.05
24695,0.07,58.45,1.45,3957.05
24695,0.07,58.45,2.1,3880.88
24695,0.07,58.45,3.5,4141.73
24695,0.07,58.45,3.54,4160.79
24695,0.07,58.45,2.46,4102.89
24695,0.07,58.45,1.69,3853.04
24695,0.07,58.45,2.3,4009.29
24695,0.07,58.45,2.28,3989.56
24695,0.07,58.45,3.67,4317.8
24695,0.07,58.45,2.87,4180.3
24695,0.07,58.45,2.61,4101.95
24695,0.07,58.45,4.31,4192.2
24695,0.07,58.45,2.41,3991.77
24695,0.07,58.45,2.5,4109.56
24695,0.07,58.45,2.78,4128.42
24695,0.07,58.45,1.28,3936.08
24695,0.07,58.45,3.37,4223.73
24695,0.07,58.45,2.04,3873.32
24695,0.07,58.45,3.44,4292.69
24695,0.07,58.45,2.81,4049.44
24695,0.07,58.45,1.63,3924.55
24695,0.07,58.45,2.76,4147.15
24695,0.07,58.45,1.4,3950.01
24695,0.07,58.45,3.05,4247.77
24695,0.07,58.45,5.08,4369.64
24695,0.07,58.45,3.78,4255.4
24695,0.07,58.45,3.51,4291.21
24695,0.07,58.45,3.12,4181.59
24695,0.07,58.45,3.62,4121.19
24695,0.07,58.45,2.43,4031.1
24695,0.07,58.45,3.57,4109.04
24695,0.07,58.45,4.65,4300.54
24695,0.07,58.45,2.94,3958.45
24695,0.07,58.45,4.55,4231.32
24695,0.07,58.45,3.15,4058.91
24695,0.07,58.45,3.2,4176.59
24695,0.07,58.45,2.35,4074.75
24695,0.07,58.45,1.97,4000.73
24695,0.07,58.45,3.17,4175.21
24695,0.07,58.45,4.13,4263.41
24695,0.07,58.45,4.61,4378.77
24695,0.07,58.45,4.06,4347.54
24695,0.07,58.45,2.6,4119.46
24695,0.07,58.45,2.52,4005.82
24695,0.07,58.45,3.39,4002.45
24695,0.07,58.45,4.39,4068.36
24695,0.07,58.45,1.82,4156.7
24695,0.07,58.45,3.09,4066.68
24695,0.07,58.45,2.7,4039.62
24695,0.07,58.45,1.55,3917.07
24695,0.07,58.45,2.74,4233.39
24695,0.07,58.45,2.16,3948.77
24695,0.07,58.45,4.09,4273.9
24695,0.07,58.45,3.29,4188.72
24695,0.07,58.45,3.89,4235.2
24695,0.07,58.45,3.92,4295.23
24695,0.07,58.45,2.07,4078.46
24695,0.07,58.45,3.79,4143.84
24695,0.07,58.45,3.71,4114.94
24695,0.07,58.45,2.21,4069.84
24695,0.07,58.45,1.89,3918.4
24695,0.07,58.45,2.4,3965.84
24695,0.07,58.45,3.08,4167.39
24695,0.07,58.45,2.37,4049.48
24695,0.07,58.45,3.01,4042.01
24695,0.07,58.45,2,3898.79
24695,0.07,58.45,1.81,3896.71
24695,0.07,58.45,2.99,4130.64
24695,0.07,58.45,2.71,4185.61
24695,0.07,58.45,1.87,3991.26
24695,0.07,58.45,4.24,4253.3
24695,0.07,58.45,2.53,4121.6
24695,0.07,58.45,3.26,4159.57
24695,0.07,58.45,2.66,4171.26
24695,0.07,58.45,2.14,3883.77
24695,0.07,58.45,3.31,4159.14
24695,0.07,58.45,3.35,4194.35
24695,0.07,58.45,2.91,4140.29
24695,0.07,58.45,3.67,4235.09
24695,0.07,58.45,4.02,4218.33
24695,0.07,58.45,2.48,3909.11
24695,0.07,58.45,4.22,4188.98
24695,0.07,58.45,2.91,4141.92
24695,0.07,58.45,4.44,4283.93
24695,0.07,58.45,2.26,3870.76
24695,0.07,58.45,1.74,3927.37
24695,0.07,58.45,2.98,3986.43
24695,0.07,58.45,2.23,3973.02
24695,0.07,58.45,1.53,3948.79
24695,0.07,58.45,2.68,4073.19
24695,0.07,58.45,2.03,3960.16
24695,0.07,58.45,1.69,3925.02
24695,0.07,58.45,3.45,4160.71
24695,0.07,52.5,2.83,3732.33
24695,0.07,52.5,3.23,3740.03
24695,0.07,52.5,2.63,3818.31
24695,0.07,52.5,3.95,3972.72
24695,0.07,52.5,1.22,3588.89
24695,0.07,52.5,2.58,3750.24
24695,0.07,52.5,2.32,3781.4
24695,0.07,52.5,2.19,3679.31
24695,0.07,52.5,1.93,3470.98
24695,0.07,52.5,1.45,3569.86
24695,0.07,52.5,2.1,3545.99
24695,0.07,52.5,3.5,3845.19
24695,0.07,52.5,3.54,3767.6
24695,0.07,52.5,2.46,3774.71
24695,0.07,52.5,1.69,3445.68
24695,0.07,52.5,2.3,3639.02
24695,0.07,52.5,2.28,3673.64
24695,0.07,52.5,3.67,4022.17
24695,0.07,52.5,2.87,3795.82
24695,0.07,52.5,2.61,3716.15
24695,0.07,52.5,4.31,3940.01
24695,0.07,52.5,2.41,3608.47
24695,0.07,52.5,2.5,3778.4
24695,0.07,52.5,2.78,3811.07
24695,0.07,52.5,1.28,3518.35
24695,0.07,52.5,3.37,3906.11
24695,0.07,52.5,2.04,3495.7
24695,0.07,52.5,3.44,3991.16
24695,0.07,52.5,2.81,3702.88
24695,0.07,52.5,1.63,3512.89
24695,0.07,52.5,2.76,3836.24
24695,0.07,52.5,1.4,3578.08
24695,0.07,52.5,3.05,3936.64
24695,0.07,52.5,5.08,4081.91
24695,0.07,52.5,3.78,3963.18
24695,0.07,52.5,3.51,4010.2
24695,0.07,52.5,3.12,3868.97
24695,0.07,52.5,3.62,3754.79
24695,0.07,52.5,2.43,3709
24695,0.07,52.5,3.57,3754.9
24695,0.07,52.5,4.65,3954.42
24695,0.07,52.5,2.94,3588.93
24695,0.07,52.5,4.55,3914.4
24695,0.07,52.5,3.15,3677.06
24695,0.07,52.5,3.2,3864.75
24695,0.07,52.5,2.35,3760.51
24695,0.07,52.5,1.97,3570.99
24695,0.07,52.5,3.17,3870.48
24695,0.07,52.5,4.13,3998.57
24695,0.07,52.5,4.61,4100.79
24695,0.07,52.5,4.06,4060.77
24695,0.07,52.5,2.6,3787.53
24695,0.07,52.5,2.52,3630.25
24695,0.07,52.5,3.39,3652.07
24695,0.07,52.5,4.39,3763.57
24695,0.07,52.5,1.82,3780.51
24695,0.07,52.5,3.09,3677.88
24695,0.07,52.5,2.7,3686.05
24695,0.07,52.5,1.55,3553.47
24695,0.07,52.5,2.74,3909.99
24695,0.07,52.5,2.16,3634.5
24695,0.07,52.5,4.09,3909.83
24695,0.07,52.5,3.29,3878.11
24695,0.07,52.5,3.89,3959.74
24695,0.07,52.5,3.92,4010.46
24695,0.07,52.5,2.07,3739.22
24695,0.07,52.5,3.79,3857.58
24695,0.07,52.5,3.71,3763.32
24695,0.07,52.5,2.21,3728.02
24695,0.07,52.5,1.89,3577.87
24695,0.07,52.5,2.4,3590.52
24695,0.07,52.5,3.08,3818.93
24695,0.07,52.5,2.37,3693.43
24695,0.07,52.5,3.01,3663.5
24695,0.07,52.5,2,3508.46
24695,0.07,52.5,1.81,3555.15
24695,0.07,52.5,2.99,3751.25
24695,0.07,52.5,2.71,3875.19
24695,0.07,52.5,1.87,3593.81
24695,0.07,52.5,4.24,3964.81
24695,0.07,52.5,2.53,3803.79
24695,0.07,52.5,3.26,3867.78
24695,0.07,52.5,2.66,3837.68
24695,0.07,52.5,2.14,3505.77
24695,0.07,52.5,3.31,3836.62
24695,0.07,52.5,3.35,3885.47
24695,0.07,52.5,2.91,3771.78
24695,0.07,52.5,3.67,3950.37
24695,0.07,52.5,4.02,3916.87
24695,0.07,52.5,2.48,3544.01
24695,0.07,52.5,4.22,3839.02
24695,0.07,52.5,2.91,3737.69
24695,0.07,52.5,4.44,4027.88
24695,0.07,52.5,2.26,3486.37
24695,0.07,52.5,1.74,3540.17
24695,0.07,52.5,2.98,3607.48
24695,0.07,52.5,2.23,3584.11
24695,0.07,52.5,1.53,3574.24
24695,0.07,52.5,2.68,3753.28
24695,0.07,52.5,2.03,3561.28
24695,0.07,52.5,1.69,3559.39
24695,0.07,52.5,3.45,3865.83
24695,0.07,45.85,2.83,6781.65
24695,0.07,45.85,3.23,6817.07
24695,0.07,45.85,2.63,6848.2
24695,0.07,45.85,3.95,7092.82
24695,0.07,45.85,1.22,6306.68
24695,0.07,45.85,2.58,6695.99
24695,0.07,45.85,2.32,6799.08
24695,0.07,45.85,2.19,6587.62
24695,0.07,45.85,1.93,6310.98
24695,0.07,45.85,1.45,6442.21
24695,0.07,45.85,2.1,6377.35
24695,0.07,45.85,3.5,6826.25
24695,0.07,45.85,3.54,6897.14
24695,0.07,45.85,2.46,6798.89
24695,0.07,45.85,1.69,6272.1
24695,0.07,45.85,2.3,6581.51
24695,0.07,45.85,2.28,6569.77
24695,0.07,45.85,3.67,7122.87
24695,0.07,45.85,2.87,6894.75
24695,0.07,45.85,2.61,6755.8
24695,0.07,45.85,4.31,6870.13
24695,0.07,45.85,2.41,6561.83
24695,0.07,45.85,2.5,6783.22
24695,0.07,45.85,2.78,6822.81
24695,0.07,45.85,1.28,6292.28
24695,0.07,45.85,3.37,6968
24695,0.07,45.85,2.04,6319.81
24695,0.07,45.85,3.44,7076.86
24695,0.07,45.85,2.81,6674.37
24695,0.07,45.85,1.63,6349.83
24695,0.07,45.85,2.76,6858.64
24695,0.07,45.85,1.4,6390.84
24695,0.07,45.85,3.05,7040.56
24695,0.07,45.85,5.08,7163.08
24695,0.07,45.85,3.78,7008.07
24695,0.07,45.85,3.51,7070.13
24695,0.07,45.85,3.12,6900.39
24695,0.07,45.85,3.62,6808.53
24695,0.07,45.85,2.43,6653.74
24695,0.07,45.85,3.57,6766.43
24695,0.07,45.85,4.65,7064.35
24695,0.07,45.85,2.94,6524.12
24695,0.07,45.85,4.55,6926.28
24695,0.07,45.85,3.15,6720.88
24695,0.07,45.85,3.2,6891.73
24695,0.07,45.85,2.35,6716.88
24695,0.07,45.85,1.97,6573.99
24695,0.07,45.85,3.17,6901.15
24695,0.07,45.85,4.13,6998.49
24695,0.07,45.85,4.61,7179.21
24695,0.07,45.85,4.06,7168.57
24695,0.07,45.85,2.6,6809.02
24695,0.07,45.85,2.52,6586.14
24695,0.07,45.85,3.39,6609.56
24695,0.07,45.85,4.39,6659.31
24695,0.07,45.85,1.82,6842.73
24695,0.07,45.85,3.09,6728.87
24695,0.07,45.85,2.7,6647.67
24695,0.07,45.85,1.55,6351.24
24695,0.07,45.85,2.74,7026.54
24695,0.07,45.85,2.16,6489.65
24695,0.07,45.85,4.09,7040.4
24695,0.07,45.85,3.29,6907.85
24695,0.07,45.85,3.89,6964.76
24695,0.07,45.85,3.92,7069.41
24695,0.07,45.85,2.07,6726.36
24695,0.07,45.85,3.79,6811.68
24695,0.07,45.85,3.71,6772.51
24695,0.07,45.85,2.21,6716.54
24695,0.07,45.85,1.89,6447.61
24695,0.07,45.85,2.4,6533.41
24695,0.07,45.85,3.08,6868.51
24695,0.07,45.85,2.37,6674.43
24695,0.07,45.85,3.01,6645.58
24695,0.07,45.85,2,6396.42
24695,0.07,45.85,1.81,6382.65
24695,0.07,45.85,2.99,6797.42
24695,0.07,45.85,2.71,6914.55
24695,0.07,45.85,1.87,6519.94
24695,0.07,45.85,4.24,7022.87
24695,0.07,45.85,2.53,6810.03
24695,0.07,45.85,3.26,6860.69
24695,0.07,45.85,2.66,6910.26
24695,0.07,45.85,2.14,6382.13
24695,0.07,45.85,3.31,6869.92
24695,0.07,45.85,3.35,6907.22
24695,0.07,45.85,2.91,6824.23
24695,0.07,45.85,3.67,6974.59
24695,0.07,45.85,4.02,6950.42
24695,0.07,45.85,2.48,6439.64
24695,0.07,45.85,4.22,6882.78
24695,0.07,45.85,2.91,6828.36
24695,0.07,45.85,4.44,7019.94
24695,0.07,45.85,2.26,6367.66
24695,0.07,45.85,1.74,6380.45
24695,0.07,45.85,2.98,6580.05
24695,0.07,45.85,2.23,6523.53
24695,0.07,45.85,1.53,6409.68
24695,0.07,45.85,2.68,6735.35
24695,0.07,45.85,2.03,6463.48
24695,0.07,45.85,1.69,6402.34
24695,0.07,45.85,3.45,6856.68
24695,0.07,49.85,2.83,6020.87
24695,0.07,49.85,3.23,6054.86
24695,0.07,49.85,2.63,6096.89
24695,0.07,49.85,3.95,6307.21
24695,0.07,49.85,1.22,5694.55
24695,0.07,49.85,2.58,5949.75
24695,0.07,49.85,2.32,6050.95
24695,0.07,49.85,2.19,5864.78
24695,0.07,49.85,1.93,5613.42
24695,0.07,49.85,1.45,5776.38
24695,0.07,49.85,2.1,5678.9
24695,0.07,49.85,3.5,6070.39
24695,0.07,49.85,3.54,6095.88
24695,0.07,49.85,2.46,6038.54
24695,0.07,49.85,1.69,5613.88
24695,0.07,49.85,2.3,5849.27
24695,0.07,49.85,2.28,5848.92
24695,0.07,49.85,3.67,6336.29
24695,0.07,49.85,2.87,6122.4
24695,0.07,49.85,2.61,6003.64
24695,0.07,49.85,4.31,6108.43
24695,0.07,49.85,2.41,5832.86
24695,0.07,49.85,2.5,6042.96
24695,0.07,49.85,2.78,6068.55
24695,0.07,49.85,1.28,5656.73
24695,0.07,49.85,3.37,6196.08
24695,0.07,49.85,2.04,5628.64
24695,0.07,49.85,3.44,6290.92
24695,0.07,49.85,2.81,5927.13
24695,0.07,49.85,1.63,5684.52
24695,0.07,49.85,2.76,6087.77
24695,0.07,49.85,1.4,5743.12
24695,0.07,49.85,3.05,6241.23
24695,0.07,49.85,5.08,6394.53
24695,0.07,49.85,3.78,6226.84
24695,0.07,49.85,3.51,6286.39
24695,0.07,49.85,3.12,6133.75
24695,0.07,49.85,3.62,6025.26
24695,0.07,49.85,2.43,5920.02
24695,0.07,49.85,3.57,6006.06
24695,0.07,49.85,4.65,6283.59
24695,0.07,49.85,2.94,5792.31
24695,0.07,49.85,4.55,6150.34
24695,0.07,49.85,3.15,5940.81
24695,0.07,49.85,3.2,6119.16
24695,0.07,49.85,2.35,5978.18
24695,0.07,49.85,1.97,5838.73
24695,0.07,49.85,3.17,6120.34
24695,0.07,49.85,4.13,6218.38
24695,0.07,49.85,4.61,6400.35
24695,0.07,49.85,4.06,6379.74
24695,0.07,49.85,2.6,6062.21
24695,0.07,49.85,2.52,5846.69
24695,0.07,49.85,3.39,5866.35
24695,0.07,49.85,4.39,5908.28
24695,0.07,49.85,1.82,6127.67
24695,0.07,49.85,3.09,5945.73
24695,0.07,49.85,2.7,5903.64
24695,0.07,49.85,1.55,5699.07
24695,0.07,49.85,2.74,6241.71
24695,0.07,49.85,2.16,5780.35
24695,0.07,49.85,4.09,6253.63
24695,0.07,49.85,3.29,6146.37
24695,0.07,49.85,3.89,6191.3
24695,0.07,49.85,3.92,6279.94
24695,0.07,49.85,2.07,5995.94
24695,0.07,49.85,3.79,6048
24695,0.07,49.85,3.71,6016.48
24695,0.07,49.85,2.21,5990.85
24695,0.07,49.85,1.89,5742.77
24695,0.07,49.85,2.4,5795.42
24695,0.07,49.85,3.08,6099.07
24695,0.07,49.85,2.37,5937.26
24695,0.07,49.85,3.01,5901.52
24695,0.07,49.85,2,5679.85
24695,0.07,49.85,1.81,5703.63
24695,0.07,49.85,2.99,6032.63
24695,0.07,49.85,2.71,6143.89
24695,0.07,49.85,1.87,5816.3
24695,0.07,49.85,4.24,6226.53
24695,0.07,49.85,2.53,6057.12
24695,0.07,49.85,3.26,6099.03
24695,0.07,49.85,2.66,6147.8
24695,0.07,49.85,2.14,5654.58
24695,0.07,49.85,3.31,6101.47
24695,0.07,49.85,3.35,6148.94
24695,0.07,49.85,2.91,6060.49
24695,0.07,49.85,3.67,6198.93
24695,0.07,49.85,4.02,6183.39
24695,0.07,49.85,2.48,5722.89
24695,0.07,49.85,4.22,6114.64
24695,0.07,49.85,2.91,6066.48
24695,0.07,49.85,4.44,6244.78
24695,0.07,49.85,2.26,5671
24695,0.07,49.85,1.74,5706.32
24695,0.07,49.85,2.98,5821.71
24695,0.07,49.85,2.23,5803.53
24695,0.07,49.85,1.53,5755.08
24695,0.07,49.85,2.68,5987.6
24695,0.07,49.85,2.03,5768.92
24695,0.07,49.85,1.69,5732.2
24695,0.07,49.85,3.45,6100.06
24695,0.07,39.45,2.83,9531.39
24695,0.07,39.45,3.23,9567.5
24695,0.07,39.45,2.63,9629.69
24695,0.07,39.45,3.95,9864.25
24695,0.07,39.45,1.22,9110.11
24695,0.07,39.45,2.58,9430.04
24695,0.07,39.45,2.32,9596.98
24695,0.07,39.45,2.19,9319.49
24695,0.07,39.45,1.93,8996.45
24695,0.07,39.45,1.45,9179.21
24695,0.07,39.45,2.1,9078.81
24695,0.07,39.45,3.5,9550.28
24695,0.07,39.45,3.54,9600.46
24695,0.07,39.45,2.46,9560.45
24695,0.07,39.45,1.69,8994.77
24695,0.07,39.45,2.3,9306.28
24695,0.07,39.45,2.28,9300.51
24695,0.07,39.45,3.67,9883.77
24695,0.07,39.45,2.87,9665.89
24695,0.07,39.45,2.61,9514.6
24695,0.07,39.45,4.31,9535.4
24695,0.07,39.45,2.41,9288.63
24695,0.07,39.45,2.5,9575.66
24695,0.07,39.45,2.78,9599.83
24695,0.07,39.45,1.28,9081.65
24695,0.07,39.45,3.37,9714.7
24695,0.07,39.45,2.04,8994.41
24695,0.07,39.45,3.44,9838.15
24695,0.07,39.45,2.81,9402.96
24695,0.07,39.45,1.63,9101.5
24695,0.07,39.45,2.76,9610.22
24695,0.07,39.45,1.4,9150.54
24695,0.07,39.45,3.05,9792.77
24695,0.07,39.45,5.08,9899.82
24695,0.07,39.45,3.78,9737.34
24695,0.07,39.45,3.51,9822.55
24695,0.07,39.45,3.12,9659.38
24695,0.07,39.45,3.62,9501.52
24695,0.07,39.45,2.43,9407.53
24695,0.07,39.45,3.57,9472.03
24695,0.07,39.45,4.65,9786.36
24695,0.07,39.45,2.94,9171.85
24695,0.07,39.45,4.55,9603.02
24695,0.07,39.45,3.15,9407.67
24695,0.07,39.45,3.2,9616.54
24695,0.07,39.45,2.35,9472.83
24695,0.07,39.45,1.97,9339.98
24695,0.07,39.45,3.17,9612.05
24695,0.07,39.45,4.13,9690.56
24695,0.07,39.45,4.61,9907.18
24695,0.07,39.45,4.06,9948.5
24695,0.07,39.45,2.6,9606
24695,0.07,39.45,2.52,9304.73
24695,0.07,39.45,3.39,9235.35
24695,0.07,39.45,4.39,9269.53
24695,0.07,39.45,1.82,9703.83
24695,0.07,39.45,3.09,9414.61
24695,0.07,39.45,2.7,9363.44
24695,0.07,39.45,1.55,9096.91
24695,0.07,39.45,2.74,9832.48
24695,0.07,39.45,2.16,9210.24
24695,0.07,39.45,4.09,9794.18
24695,0.07,39.45,3.29,9667.92
24695,0.07,39.45,3.89,9677.68
24695,0.07,39.45,3.92,9786.97
24695,0.07,39.45,2.07,9506.22
24695,0.07,39.45,3.79,9504.2
24695,0.07,39.45,3.71,9476.69
24695,0.07,39.45,2.21,9513.75
24695,0.07,39.45,1.89,9138.77
24695,0.07,39.45,2.4,9249.27
24695,0.07,39.45,3.08,9609.75
24695,0.07,39.45,2.37,9434.84
24695,0.07,39.45,3.01,9342.24
24695,0.07,39.45,2,9092.31
24695,0.07,39.45,1.81,9075.73
24695,0.07,39.45,2.99,9532.77
24695,0.07,39.45,2.71,9695.1
24695,0.07,39.45,1.87,9299.65
24695,0.07,39.45,4.24,9688.65
24695,0.07,39.45,2.53,9597.61
24695,0.07,39.45,3.26,9592.65
24695,0.07,39.45,2.66,9711.74
24695,0.07,39.45,2.14,9049.38
24695,0.07,39.45,3.31,9612.81
24695,0.07,39.45,3.35,9663.54
24695,0.07,39.45,2.91,9573.07
24695,0.07,39.45,3.67,9704.51
24695,0.07,39.45,4.02,9686.6
24695,0.07,39.45,2.48,9090.61
24695,0.07,39.45,4.22,9576.27
24695,0.07,39.45,2.91,9591.17
24695,0.07,39.45,4.44,9703.12
24695,0.07,39.45,2.26,9037.39
24695,0.07,39.45,1.74,9098
24695,0.07,39.45,2.98,9228.3
24695,0.07,39.45,2.23,9258.55
24695,0.07,39.45,1.53,9177.5
24695,0.07,39.45,2.68,9507.51
24695,0.07,39.45,2.03,9214.34
24695,0.07,39.45,1.69,9143.9
24695,0.07,39.45,3.45,9594.73
24695,0.07,64.65,2.83,2382.87
24695,0.07,64.65,3.23,2367.59
24695,0.07,64.65,2.63,2397.36
24695,0.07,64.65,3.95,2355.12
24695,0.07,64.65,1.22,2633.91
24695,0.07,64.65,2.58,2370.61
24695,0.07,64.65,2.32,2410.28
24695,0.07,64.65,2.19,2398.45
24695,0.07,64.65,1.93,2464.88
24695,0.07,64.65,1.45,2483.45
24695,0.07,64.65,2.1,2416.11
24695,0.07,64.65,3.5,2348.98
24695,0.07,64.65,3.54,2370.38
24695,0.07,64.65,2.46,2349.28
24695,0.07,64.65,1.69,2516.67
24695,0.07,64.65,2.3,2417.84
24695,0.07,64.65,2.28,2406.06
24695,0.07,64.65,3.67,2346.86
24695,0.07,64.65,2.87,2382.76
24695,0.07,64.65,2.61,2391.23
24695,0.07,64.65,4.31,2353.38
24695,0.07,64.65,2.41,2411.09
24695,0.07,64.65,2.5,2400.44
24695,0.07,64.65,2.78,2362.77
24695,0.07,64.65,1.28,2614.01
24695,0.07,64.65,3.37,2329.96
24695,0.07,64.65,2.04,2445.97
24695,0.07,64.65,3.44,2363.25
24695,0.07,64.65,2.81,2368.05
24695,0.07,64.65,1.63,2515.09
24695,0.07,64.65,2.76,2347.54
24695,0.07,64.65,1.4,2541.03
24695,0.07,64.65,3.05,2341.09
24695,0.07,64.65,5.08,2362.07
24695,0.07,64.65,3.78,2336.88
24695,0.07,64.65,3.51,2365.58
24695,0.07,64.65,3.12,2360.4
24695,0.07,64.65,3.62,2358.85
24695,0.07,64.65,2.43,2394.73
24695,0.07,64.65,3.57,2347.9
24695,0.07,64.65,4.65,2354.52
24695,0.07,64.65,2.94,2377.57
24695,0.07,64.65,4.55,2354.96
24695,0.07,64.65,3.15,2376.66
24695,0.07,64.65,3.2,2329.6
24695,0.07,64.65,2.35,2405.56
24695,0.07,64.65,1.97,2488.46
24695,0.07,64.65,3.17,2330.08
24695,0.07,64.65,4.13,2354.13
24695,0.07,64.65,4.61,2359.25
24695,0.07,64.65,4.06,2369.95
24695,0.07,64.65,2.6,2389.18
24695,0.07,64.65,2.52,2399.12
24695,0.07,64.65,3.39,2373.38
24695,0.07,64.65,4.39,2334.84
24695,0.07,64.65,1.82,2476.35
24695,0.07,64.65,3.09,2385.8
24695,0.07,64.65,2.7,2381.44
24695,0.07,64.65,1.55,2515.53
24695,0.07,64.65,2.74,2349.17
24695,0.07,64.65,2.16,2422.91
24695,0.07,64.65,4.09,2356.95
24695,0.07,64.65,3.29,2359.66
24695,0.07,64.65,3.89,2354.29
24695,0.07,64.65,3.92,2349.03
24695,0.07,64.65,2.07,2408.97
24695,0.07,64.65,3.79,2352.12
24695,0.07,64.65,3.71,2351.7
24695,0.07,64.65,2.21,2418.94
24695,0.07,64.65,1.89,2389.81
24695,0.07,64.65,2.4,2415.73
24695,0.07,64.65,3.08,2373.01
24695,0.07,64.65,2.37,2404.7
24695,0.07,64.65,3.01,2374.29
24695,0.07,64.65,2,2469.72
24695,0.07,64.65,1.81,2430.02
24695,0.07,64.65,2.99,2380.53
24695,0.07,64.65,2.71,2366
24695,0.07,64.65,1.87,2490.75
24695,0.07,64.65,4.24,2320.76
24695,0.07,64.65,2.53,2387.63
24695,0.07,64.65,3.26,2358.85
24695,0.07,64.65,2.66,2353
24695,0.07,64.65,2.14,2452.55
24695,0.07,64.65,3.31,2353.12
24695,0.07,64.65,3.35,2366.9
24695,0.07,64.65,2.91,2375.79
24695,0.07,64.65,3.67,2359.6
24695,0.07,64.65,4.02,2343.74
24695,0.07,64.65,2.48,2418.5
24695,0.07,64.65,4.22,2359.83
24695,0.07,64.65,2.91,2398.85
24695,0.07,64.65,4.44,2359.35
24695,0.07,64.65,2.26,2437.14
24695,0.07,64.65,1.74,2485.07
24695,0.07,64.65,2.98,2381.23
24695,0.07,64.65,2.23,2436.63
24695,0.07,64.65,1.53,2520.2
24695,0.07,64.65,2.68,2378.39
24695,0.07,64.65,2.03,2476.27
24695,0.07,64.65,1.69,2479.16
24695,0.07,64.65,3.45,2353.86
24695,0.07,27.55,2.83,14931.82
24695,0.07,27.55,3.23,15005.56
24695,0.07,27.55,2.63,14966.83
24695,0.07,27.55,3.95,15056.97
24695,0.07,27.55,1.22,14497.78
24695,0.07,27.55,2.58,14795.53
24695,0.07,27.55,2.32,14976.48
24695,0.07,27.55,2.19,14755.31
24695,0.07,27.55,1.93,14570.85
24695,0.07,27.55,1.45,14737.84
24695,0.07,27.55,2.1,14486.3
24695,0.07,27.55,3.5,14819.99
24695,0.07,27.55,3.54,15013.51
24695,0.07,27.55,2.46,15058.83
24695,0.07,27.55,1.69,14603.95
24695,0.07,27.55,2.3,14762.56
24695,0.07,27.55,2.28,14639.91
24695,0.07,27.55,3.67,15136.61
24695,0.07,27.55,2.87,15078.79
24695,0.07,27.55,2.61,14858.74
24695,0.07,27.55,4.31,14680.2
24695,0.07,27.55,2.41,14811.08
24695,0.07,27.55,2.5,14862.78
24695,0.07,27.55,2.78,14868.09
24695,0.07,27.55,1.28,14583.42
24695,0.07,27.55,3.37,15021.56
24695,0.07,27.55,2.04,14563.01
24695,0.07,27.55,3.44,15284.58
24695,0.07,27.55,2.81,14686.16
24695,0.07,27.55,1.63,14610.69
24695,0.07,27.55,2.76,15102.3
24695,0.07,27.55,1.4,14594.85
24695,0.07,27.55,3.05,15342.73
24695,0.07,27.55,5.08,14647.45
24695,0.07,27.55,3.78,14973.08
24695,0.07,27.55,3.51,15172.76
24695,0.07,27.55,3.12,14934.71
24695,0.07,27.55,3.62,14951.68
24695,0.07,27.55,2.43,14704.82
24695,0.07,27.55,3.57,14833.7
24695,0.07,27.55,4.65,14942.43
24695,0.07,27.55,2.94,14664.08
24695,0.07,27.55,4.55,14801.83
24695,0.07,27.55,3.15,14880.8
24695,0.07,27.55,3.2,15021.59
24695,0.07,27.55,2.35,14911.72
24695,0.07,27.55,1.97,14843.87
24695,0.07,27.55,3.17,15131.96
24695,0.07,27.55,4.13,14919.01
24695,0.07,27.55,4.61,14863.36
24695,0.07,27.55,4.06,15058.8
24695,0.07,27.55,2.6,14906.75
